id	type	name	version	description
b2254	CDS	arnC	2.4.2.53	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
b2255	CDS	arnA	1.1.1.305	fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase
b2256	CDS	arnD		putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
b2257	CDS	arnT	2.4.2.43	lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase
b4544	CDS	arnE		undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit
b2258	CDS	arnF		undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnF subunit
b2259	CDS	pmrD		signal transduction protein PmrD
b2260	CDS	menE	6.2.1.26	o-succinylbenzoate--CoA ligase
b2261	CDS	menC	4.2.1.113	o-succinylbenzoate synthase
b2262	CDS	menB	4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase
b2263	CDS	menH	4.2.99.20	2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase
b2264	CDS	menD	2.2.1.9	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase
b2265	CDS	menF	5.4.4.2	isochorismate synthase MenF
b2266	CDS	elaB		tail-anchored inner membrane protein ElaB
b2267	CDS	elaA		putative N-acetyltransferase ElaA
b2268	CDS	rbn	3.1.26.11	ribonuclease BN
b2269	CDS	elaD	3.4.19.12	protease ElaD
b2270	CDS	yfbK		IPR002035/DUF3520 domain-containing protein YfbK
b2271	CDS	yfbL		putative peptidase YfbL
b2272	CDS	yfbM		DUF1877 domain-containing protein YfbM
b2273	CDS	yfbN		uncharacterized protein YfbN
b2274	CDS	yfbO		uncharacterized protein YfbO
b2275	CDS	yfbP		uncharacterized protein YfbP
b2276	CDS	nuoN	7.1.1.2	NADH:quinone oxidoreductase subunit N
b2277	CDS	nuoM	7.1.1.2	NADH:quinone oxidoreductase subunit M
b2278	CDS	nuoL	7.1.1.2	NADH:quinone oxidoreductase subunit L
b2279	CDS	nuoK	7.1.1.2	NADH:quinone oxidoreductase subunit K
b2280	CDS	nuoJ	7.1.1.2	NADH:quinone oxidoreductase subunit J
b2281	CDS	nuoI	7.1.1.2	NADH:quinone oxidoreductase subunit I
b2282	CDS	nuoH	7.1.1.2	NADH:quinone oxidoreductase subunit H
b2283	CDS	nuoG	7.1.1.2	NADH:quinone oxidoreductase subunit G
b2284	CDS	nuoF	7.1.1.2	NADH:quinone oxidoreductase subunit F
b2285	CDS	nuoE	7.1.1.2	NADH:quinone oxidoreductase subunit E
b2286	CDS	nuoC	7.1.1.2	NADH:quinone oxidoreductase subunit CD
b2287	CDS	nuoB	7.1.1.2	NADH:quinone oxidoreductase subunit B
b2288	CDS	nuoA	7.1.1.2	NADH:quinone oxidoreductase subunit A
b2289	CDS	lrhA		DNA-binding transcriptional dual regulator LrhA
b2290	CDS	alaA	2.6.1.2	glutamate--pyruvate aminotransferase AlaA
b2291	CDS	yfbR	3.1.3.89	dCMP phosphohydrolase
b2292	CDS	yfbS		putative transporter YfbS
b2293	CDS	hxpA	3.1.3.21	hexitol phosphatase A
b2294	CDS	yfbU		UPF0304 family protein YfbU
b2295	CDS	yfbV		UPF0208 membrane protein YfbV
b2296	CDS	ackA	2.7.2.1	acetate kinase
b2297	CDS	pta	2.3.1.222	phosphate acetyltransferase
b2298	CDS	yfcC		putative transporter YfcC
b2299	CDS	yfcD		putative Nudix hydrolase YfcD
b2300	CDS	yfcE		phosphodiesterase YfcE
b2301	CDS	yfcF	2.5.1.18	glutathione S-transferase YfcF
b2302	CDS	yfcG		disulfide reductase
b2303	CDS	folX	5.1.99.7	dihydroneopterin triphosphate 2'-epimerase
b2304	CDS	yfcH		putative NAD-dependent epimerase YfcH
b2305	CDS	rpnB		recombination-promoting nuclease RpnB
b2306	CDS	hisP	7.4.2.1	lysine/arginine/ornithine ABC transporter/histidine ABC transporter, ATP binding subunit
b2307	CDS	hisM	7.4.2.1	lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisM
b2308	CDS	hisQ	7.4.2.1	lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisQ
b2309	CDS	hisJ	7.4.2.1	histidine ABC transporter periplasmic binding protein
b2310	CDS	argT	7.4.2.1	lysine/arginine/ornithine ABC transporter periplasmic binding protein
b2311	CDS	ubiX	2.5.1.129	flavin prenyltransferase
b2312	CDS	purF	2.4.2.14	amidophosphoribosyltransferase
b2313	CDS	cvpA		colicin V production protein
b2314	CDS	dedD		cell division protein DedD
b2315	CDS	folC	6.3.2.12	bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase
b2316	CDS	accD	2.1.3.15	acetyl-CoA carboxyltransferase subunit beta
b2317	CDS	dedA		DedA family protein DedA
b2318	CDS	truA	5.4.99.12	tRNA pseudouridine(38-40) synthase
b2319	CDS	usg		putative semialdehyde dehydrogenase Usg
b2320	CDS	pdxB	1.1.1.290	erythronate-4-phosphate dehydrogenase
b2321	CDS	flk		putative flagella assembly protein
b2322	CDS	yfcJ		putative transporter YfcJ
b2323	CDS	fabB	2.3.1.41	3-oxoacyl-[acyl carrier protein] synthase 1
b2324	CDS	mnmC	2.1.1.61	fused 5-methylaminomethyl-2-thiouridine-forming methyltransferase and FAD-dependent demodification enzyme
b2325	CDS	yfcL		PF08891 family protein YfcL
b2326	CDS	epmC		EF-P-Lys34 hydroxylase
b2327	CDS	yfcA		putative transporter YfcA
b2328	CDS	mepA		peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase
b2329	CDS	aroC	4.2.3.5	chorismate synthase
b2330	CDS	prmB	2.1.1.298	50S ribosomal subunit protein L3 N(5)-glutamine methyltransferase
b2331	CDS	smrB		putative endonuclease SmrB
b2332	CDS	yfcO		DUF2544 domain-containing protein YfcO
b2333	CDS	yfcP		putative fimbrial protein YfcP
b2334	CDS	yfcQ		putative fimbrial protein YfcQ
b2335	CDS	yfcR		putative fimbrial protein YfcR
b2336	CDS	yfcS		putative fimbrial chaperone YfcS
b2339	CDS	yfcV		putative fimbrial protein YfcV
b2340	CDS	sixA		phosphohistidine phosphatase SixA
b2341	CDS	fadJ	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase FadJ
b2342	CDS	fadI	2.3.1.16	3-ketoacyl-CoA thiolase FadI
b2343	CDS	yfcZ		DUF406 domain-containing protein YfcZ
b2344	CDS	fadL		long-chain fatty acid outer membrane channel/bacteriophage T2 receptor
b2345	CDS	yfdF		protein YfdF
b2346	CDS	mlaA		intermembrane phospholipid transport system - outer membrane lipoprotein MlaA
b2347	CDS	yfdC		inner membrane protein YfdC
b2348	tRNA	argW		tRNA-Arg
b2349	CDS	intS		CPS-53 (KpLE1) prophage; prophage CPS-53 integrase
b2350	CDS	yfdG		CPS-53 (KpLE1) prophage; putative bactoprenol-linked glucose translocase
b2351	CDS	yfdH	2.4.1.78	CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase
b2352	CDS	yfdI		CPS-53 (KpLE1) prophage; serotype-specific glucosyl transferase YfdI
b4780	CDS	yodE		protein YodE
b2354	CDS	yfdK		CPS-53 (KpLE1) prophage; putative tail fiber assembly protein YfdK
b2356	CDS	yfdM		CPS-53 (KpLE1) prophage; putative methyltransferase YfdM
b2357	CDS	yfdN		CPS-53 (KpLE1) prophage; uncharacterized protein YfdN
b2358	CDS	yfdO		CPS-53 (KpLE1) prophage; protein YdfO
b2359	CDS	yfdP		CPS-53 (KpLE1) prophage; uncharacterized protein YfdP
b2360	CDS	yfdQ		CPS-53 (KpLE1) prophage; DUF2303 domain-containing protein YfdQ
b2361	CDS	yfdR	3.1.3.89	CPS-53 (KpLE1) prophage; 5'-deoxynucleotidase
b2362	CDS	yfdS		CPS-53 (KpLE1) prophage; protein YfdS
b2363	CDS	yfdT		CPS-53 (KpLE1) prophage; protein YfdT
b4545	CDS	ypdJ		CPS-53 (KpLE1) prophage; putative uncharacterized protein YpdJ
b4501	CDS	torI		CPS-53 (KpLE1) prophage; prophage CPS-53 recombination directionality factor and response regulator inhibitor
b2364	CDS	dsdC		DNA-binding transcriptional dual regulator DsdC
b2365	CDS	dsdX		D-serine transporter
b2366	CDS	dsdA	4.3.1.18	D-serine ammonia-lyase
b2367	CDS	emrY		tripartite efflux pump membrane subunit EmrY
b2368	CDS	emrK		tripartite efflux pump membrane fusion protein EmrK
b4781	CDS	evgL		protein EvgL
b2369	CDS	evgA		DNA-binding transcriptional activator EvgA
b2370	CDS	evgS	2.7.13.3	sensor histidine kinase EvgS
b2371	CDS	yfdE	2.8.3.19	acetyl-CoA:oxalate CoA-transferase
b2372	CDS	yfdV		putative transport protein YfdV
b2373	CDS	oxc	4.1.1.8	oxalyl-CoA decarboxylase
b2374	CDS	frc	2.8.3.16	formyl-CoA transferase
b2375	CDS	yfdX		protein YfdX
b2376	CDS	ypdI		colanic acid synthesis putative lipoprotein YpdI
b2377	CDS	yfdY		DUF2545 domain-containing protein YfdY
b2378	CDS	lpxP	2.3.1.242	palmitoleoyl acyltransferase
b4680	CDS	ypdK		putative membrane protein YpdK
b2379	CDS	alaC	2.6.1.2	glutamate--pyruvate aminotransferase AlaC
b2380	CDS	pyrS	2.7.13.3	sensor histidine kinase PyrS
b2381	CDS	pyrR		DNA-binding transcriptional activator PyrR
b2382	CDS	ypdC		putative AraC-type DNA-binding transcriptional regulator YpdC
b2383	CDS	fryA		putative PTS multiphosphoryl transfer protein FryA
b2384	CDS	ypdE		aminopeptidase YpdE
b2385	CDS	ypdF		aminopeptidase YpdF
b2386	CDS	fryC		putative PTS enzyme IIC component FryC
b2387	CDS	fryB		putative PTS enzyme IIB component FryB
b2388	CDS	glk	2.7.1.2	glucokinase
b2389	CDS	yfeO		putative transport protein YfeO
b2390	CDS	ypeC		DUF2502 domain-containing protein YpeC
b2392	CDS	mntH		Mn(2(+))/Fe(2(+)): H(+) symporter MntH
b2393	CDS	nupC		nucleoside:H(+) symporter NupC
b2394	CDS	insL3		putative IS186/IS421 transposase
b2395	CDS	pdeA		putative c-di-GMP phosphodiesterase PdeA
b2396	tRNA	alaX		tRNA-Ala
b2397	tRNA	alaW		tRNA-Ala
b2398	CDS	yfeC		putative DNA-binding transcriptional regulator YfeC
b2399	CDS	yfeD		putative DNA-binding transcriptional regulator YfeD
b2400	CDS	gltX	6.1.1.17	glutamate--tRNA ligase
b2401	tRNA	valU		tRNA-Val
b2402	tRNA	valX		tRNA-Val
b2403	tRNA	valY		tRNA-Val
b2404	tRNA	lysV		tRNA-Lys
b2405	CDS	xapR		DNA-binding transcriptional activator XapR
b2406	CDS	xapB		xanthosine:H(+) symporter XapB
b2407	CDS	xapA	2.4.2.15	xanthosine phosphorylase
b2408	CDS	yfeN		putative outer membrane porin YfeN
b2409	CDS	yfeR		putative LysR-type DNA-binding transcriptional regulator YfeR
b2410	CDS	yfeH		putative solute:Na(+) symporter
b4546	CDS	ypeB		PF12843 family protein YpeB
b2411	CDS	ligA	6.5.1.2	DNA ligase
b2412	CDS	zipA		cell division protein ZipA
b2413	CDS	cysZ		sulfate:H(+) symporter
b2414	CDS	cysK	2.5.1.47	cysteine synthase A
b2415	CDS	ptsH		phosphocarrier protein HPr
b2416	CDS	ptsI		PTS enzyme I
b2417	CDS	crr	2.7.1.192	Enzyme IIA(Glc)
b2418	CDS	pdxK	2.7.1.35	pyridoxal kinase I
b2419	CDS	yfeK		DUF5329 domain-containing protein YfeK
b2420	CDS	yfeS		PF05406 family protein YfeS
b2421	CDS	cysM	2.5.1.144	cysteine synthase B
b2422	CDS	cysA	7.3.2.3	sulfate/thiosulfate ABC transporter ATP binding subunit
b2423	CDS	cysW	7.3.2.3	sulfate/thiosulfate ABC transporter inner membrane subunit CysW
b2424	CDS	cysU	7.3.2.3	sulfate/thiosulfate ABC transporter inner membrane subunit CysU
b2425	CDS	cysP	7.3.2.3	thiosulfate/sulfate ABC transporter periplasmic binding protein CysP
b2426	CDS	ucpA	1.1.1.304	oxidoreductase UcpA
b2427	CDS	murR		DNA-binding transcriptional dual regulator MurR
b2428	CDS	murQ	4.2.1.126	N-acetylmuramic acid 6-phosphate etherase
b2429	CDS	murP	2.7.1.192	N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter
b2430	CDS	yfeW		penicillin binding protein 4B
b2431	CDS	yfeX	1.11.1.19	porphyrinogen peroxidase
b2432	CDS	yfeY		DUF1131 domain-containing lipoprotein YfeY
b2433	CDS	yfeZ		putative inner membrane protein
b2434	CDS	ypeA		putative acetyltransferase YpeA
b2435	CDS	amiA	3.5.1.28	N-acetylmuramoyl-L-alanine amidase A
b2436	CDS	hemF	1.3.3.3	coproporphyrinogen III oxidase
b2437	CDS	eutR		putative AraC-type transcriptional regulator EutR
b2438	CDS	eutK		putative structural protein, ethanolamine utilization microcompartment
b2439	CDS	eutL		putative structural protein, ethanolamine utilization microcompartment
b2440	CDS	eutC	4.3.1.7	ethanolamine ammonia-lyase subunit beta
b2441	CDS	eutB	4.3.1.7	ethanolamine ammonia-lyase subunit alpha
b2442	CDS	intZ		CPZ-55 prophage; putative phage integrase IntZ
b2443	CDS	yffL		CPZ-55 prophage; uncharacterized protein YffL
b2444	CDS	yffM		CPZ-55 prophage; uncharacterized protein YffM
b2445	CDS	yffN		CPZ-55 prophage; uncharacterized protein YffN
b2446	CDS	yffO		CPZ-55 prophage; uncharacterized protein YffO
b2447	CDS	yffP		CPZ-55 prophage; uncharacterized protein YffP
b2448	CDS	yffQ		CPZ-55 prophage; uncharacterized protein YffQ
b2449	CDS	yffR		CPZ-55 prophage; uncharacterized protein YffR
b2450	CDS	yffS		CPZ-55 prophage; uncharacterized protein YffS
b2451	CDS	eutA		ethanolamine ammonia-lyase reactivase EutA
b2452	CDS	eutH		putative ethanolamine permease EutH
b2453	CDS	eutG		putative alcohol dehydrogenase EutG
b2454	CDS	eutJ		putative ethanolamine utilization chaperonin EutJ
b2455	CDS	eutE	1.2.1.10	acetaldehyde dehydrogenase (acetylating) EutE
b2456	CDS	eutN		putative ethanolamine catabolic microcompartment shell protein EutN
b2457	CDS	eutM		putative ethanolamine catabolic microcompartment shell protein EutM
b2458	CDS	eutD	2.3.1.8	phosphate acetyltransferase EutD
b2459	CDS	eutT		putative ethanolamine utilization cobalamin adenosyltransferase
b2460	CDS	eutQ		putative ethanolamine utilization acetate kinase EutQ
b2461	CDS	eutP		putative ethanolamine utilization acetate kinase EutP
b2462	CDS	eutS		putative ethanolamine catabolic microcompartment shell protein EutS
b2463	CDS	maeB	1.1.1.40	NADP(+)-dependent malate dehydrogenase
b2464	CDS	talA	2.2.1.2	transaldolase A
b2465	CDS	tktB	2.2.1.1	transketolase 2
b2466	CDS	ypfG		DUF1176 domain-containing protein YpfG
b2467	CDS	nudK		GDP-mannose hydrolase
b2468	CDS	aegA		putative oxidoreductase AegA
b2469	CDS	narQ	2.7.13.3	sensory histidine kinase NarQ
b2470	CDS	acrD		multidrug efflux pump RND permease AcrD
b4606	CDS	ypfM		uncharacterized protein YpfM
b2471	CDS	yffB		putative reductase YffB
b2472	CDS	dapE	3.5.1.18	succinyl-diaminopimelate desuccinylase
b4547	CDS	ypfN		UPF0370 protein YpfN
b2473	CDS	ypfH		esterase YpfH
b2474	CDS	tmcA	2.3.1.193	tRNA(Met) cytidine acetyltransferase
b2475	CDS	ypfJ		uncharacterized protein YpfJ
b2476	CDS	purC	6.3.2.6	phosphoribosylaminoimidazole-succinocarboxamide synthase
b2477	CDS	bamC		outer membrane protein assembly factor BamC
b2478	CDS	dapA	4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase
b2479	CDS	gcvR		putative transcriptional regulator GcvR
b2480	CDS	bcp	1.11.1.24	thiol peroxidase
b2481	CDS	hyfA		hydrogenase 4 component A
b2482	CDS	hyfB		hydrogenase 4 component B
b2483	CDS	hyfC		hydrogenase 4 component C
b2484	CDS	hyfD		hydrogenase 4 component D
b2485	CDS	hyfE		hydrogenase 4 component E
b2486	CDS	hyfF		hydrogenase 4 component F
b2487	CDS	hyfG		hydrogenase 4 catalytic subunit HyfG
b2488	CDS	hyfH		hydrogenase 4 component H
b2489	CDS	hyfI		hydrogenase 4 catalytic subunit HyfI
b2490	CDS	hyfJ		putative hydrogenase 4 assembly protein
b2491	CDS	hyfR		DNA-binding transcriptional activator HyfR
b2492	CDS	focB		formate channel FocB
b2493	CDS	yfgO		putative transporter YfgO
b2494	CDS	bepA	3.4.21.107	beta-barrel assembly-enhancing protease
b2495	CDS	yfgD		putative oxidoreductase YfgD
b2496	CDS	hda		inibitor of reinitiation of DNA replication
b2497	CDS	uraA		uracil:H(+) symporter UraA
b2498	CDS	upp	2.4.2.9	uracil phosphoribosyltransferase
b2499	CDS	purM	6.3.3.1	phosphoribosylformylglycinamide cyclo-ligase
b2500	CDS	purN	2.1.2.2	phosphoribosylglycinamide formyltransferase 1
b2501	CDS	ppk	2.7.4.1	polyphosphate kinase
b2502	CDS	ppx	3.6.1.11	exopolyphosphatase
b2503	CDS	pdeF	3.1.4.52	cyclic di-GMP phosphodiesterase PdeF
b2504	CDS	yfgG		nickel/cobalt stress response protein YfgG
b2505	CDS	yfgH		lipoprotein YfgH
b2506	CDS	yfgI		nalidixic acid resistance protein YfgI
b2507	CDS	guaA	6.3.5.2	GMP synthetase
b2508	CDS	guaB	1.1.1.205	inosine 5'-monophosphate dehydrogenase
b2509	CDS	xseA	3.1.11.6	exodeoxyribonuclease VII subunit XseA
b2510	CDS	yfgJ		zinc ribbon domain-containing protein YfgJ
b2511	CDS	der	3.6.5.3	50S ribosomal subunit stability factor
b2512	CDS	bamB		outer membrane protein assembly factor BamB
b2513	CDS	yfgM		ancillary SecYEG translocon subunit
b2514	CDS	hisS	6.1.1.21	histidine--tRNA ligase
b2515	CDS	ispG	1.17.7.3	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
b2516	CDS	rodZ		cytoskeleton protein RodZ
b2517	CDS	rlmN	2.1.1.192	23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase
b2518	CDS	ndk	2.7.4.6	nucleoside diphosphate kinase
b2519	CDS	pbpC	2.4.1.129	peptidoglycan glycosyltransferase PbpC
b2520	CDS	yfhM		alpha2-macroglobulin
b2521	CDS	sseA	2.8.1.1	3-mercaptopyruvate sulfurtransferase
b2522	CDS	sseB		protein SseB
b2523	CDS	pepB	3.4.11.23	aminopeptidase B
b2524	CDS	iscX		accessory iron-sulfur cluster assembly protein IscX
b2525	CDS	fdx		reduced ferredoxin
b2526	CDS	hscA		iron-sulfur cluster biosynthesis chaperone HscA
b2527	CDS	hscB		[Fe-S] cluster biosynthesis co-chaperone HscB
b2528	CDS	iscA		iron-sulfur cluster insertion protein IscA
b2529	CDS	iscU		scaffold protein for iron-sulfur cluster assembly
b2530	CDS	iscS	2.8.1.7	cysteine desulfurase IscS
b2531	CDS	iscR		DNA-binding transcriptional dual regulator IscR
b2532	CDS	trmJ	2.1.1.200	tRNA Cm32/Um32 methyltransferase
b2533	CDS	suhB	3.1.3.19	inositol-phosphate phosphatase
b2534	CDS	yfhR		putative peptidase
b2535	CDS	csiE		stationary phase inducible protein CsiE
b2536	CDS	hcaT		putative 3-phenylpropionate transporter
b2537	CDS	hcaR		DNA-binding transcriptional dual regulator HcaR
b4706	CDS	iroK		protein IroK
b2538	CDS	hcaE	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha
b2539	CDS	hcaF	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase subunit beta
b2540	CDS	hcaC	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit
b2541	CDS	hcaB	1.3.1.87	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase
b2542	CDS	hcaD	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit
b2543	CDS	yphA		putative inner membrane protein
b2544	CDS	yphB		putative aldose 1-epimerase YphB
b2545	CDS	yphC		putative zinc-binding dehydrogenase YphC
b2546	CDS	yphD		putative ABC transporter membrane subunit YphD
b2547	CDS	yphE		putative ABC transporter ATP-binding protein YphE
b2548	CDS	yphF		putative ABC transporter periplasmic binding protein YphF
b2549	CDS	yphG		DUF5107 domain-containing protein YphG
b2550	CDS	yphH		putative DNA-binding transcriptional regulator, NAGC-like
b2551	CDS	glyA	2.1.2.1	serine hydroxymethyltransferase
b2552	CDS	hmp	1.14.12.17	nitric oxide dioxygenase
b2553	CDS	glnB		nitrogen regulatory protein PII-1
b2554	CDS	glrR		DNA-binding transcriptional activator GlrR
b2555	CDS	qseG		outer membrane lipoprotein QseG
b2556	CDS	glrK	2.7.13.3	histidine kinase GlrK
b2557	CDS	purL	6.3.5.3	phosphoribosylformylglycinamide synthetase
b2558	CDS	mltF		membrane-bound lytic murein transglycosylase F
b2559	CDS	tadA		tRNA adenosine(34) deaminase
b2560	CDS	pgpC	3.1.3.27	phosphatidylglycerophosphatase C
b2561	CDS	yfhH		putative DNA-binding transcriptional regulator YfhH
b2562	CDS	yfhL		putative 4Fe-4S cluster-containing protein YfhL
b4687	CDS	shoB		toxic peptide ShoB
b2563	CDS	acpS	2.7.8.7	holo-[acyl-carrier-protein] synthase
b2564	CDS	pdxJ	2.6.99.2	pyridoxine 5'-phosphate synthase
b2565	CDS	recO		DNA repair protein RecO
b2566	CDS	era	3.6.5.3	30S ribosomal subunit maturation GTPase Era
b2567	CDS	rnc	3.1.26.3	RNase III
b2568	CDS	lepB	3.4.21.89	signal peptidase I
b2569	CDS	lepA	3.6.5.3	30S ribosomal subunit biogenesis factor LepA
b2570	CDS	rseC		protein RseC
b2571	CDS	rseB		anti-sigma factor stabilizing protein RseB
b2572	CDS	rseA		anti-sigma-E factor RseA
b2573	CDS	rpoE		RNA polymerase sigma E factor
b4725	CDS	rseD		rpoE leader peptide
b2574	CDS	nadB	1.4.3.16	L-aspartate oxidase
b2575	CDS	yfiC	2.1.1.223	tRNA m(6)A37 methyltransferase
b2576	CDS	srmB		ATP-dependent RNA helicase SrmB
b2577	CDS	yfiE		putative LysR-type DNA-binding transcriptional regulator YfiE
b2578	CDS	eamB		cysteine/O-acetylserine exporter EamB
b2579	CDS	grcA		stress-induced alternate pyruvate formate-lyase subunit
b2580	CDS	ung	3.2.2.27	uracil-DNA glycosylase
b2581	CDS	yfiF		putative methyltransferase YfiF
b2582	CDS	trxC		reduced thioredoxin 2
b2583	CDS	tapT	2.5.1.25	tRNA 3-amino-3-carboxypropyltransferase
b2584	CDS	patZ		peptidyl-lysine N-acetyltransferase
b4782	CDS	pssL		protein PssL
b2585	CDS	pssA	2.7.8.8	phosphatidylserine synthase
b2586	CDS	yfiM		protein YfiM
b2587	CDS	kgtP		alpha-ketoglutarate:H(+) symporter
b4783	CDS	yfiS		protein YfiS
b2588	rRNA	rrfG		5S ribosomal RNA
b2589	rRNA	rrlG		23S ribosomal RNA
b2590	tRNA	gltW		tRNA-Glu
b2591	rRNA	rrsG		16S ribosomal RNA
b2592	CDS	clpB		chaperone protein ClpB
b2592	CDS	clpB		ClpB80
b2593	CDS	pgeF	1.10.3.2	polyphenol oxidase YfiH
b2594	CDS	rluD	5.4.99.23	23S rRNA pseudouridine(1911/1915/1917) synthase
b2595	CDS	bamD		outer membrane protein assembly factor BamD
b2597	CDS	raiA		ribosome-associated inhibitor A
b2598	CDS	pheL		phe operon leader peptide
b2599	CDS	pheA	4.2.1.51	fused chorismate mutase/prephenate dehydratase
b2600	CDS	tyrA	1.3.1.12	fused chorismate mutase/prephenate dehydrogenase
b2601	CDS	aroF	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive
b2602	CDS	yfiL		DUF2799 domain-containing lipoprotein YfiL
b2603	CDS	yfiR		DUF4154 domain-containing protein YfiR
b2604	CDS	dgcN	2.7.7.65	diguanylate cyclase DgcN
b2605	CDS	yfiB		lipoprotein YfiB
b2606	CDS	rplS		50S ribosomal subunit protein L19
b2607	CDS	trmD	2.1.1.228	tRNA m(1)G37 methyltransferase
b2608	CDS	rimM		ribosome maturation factor RimM
b2609	CDS	rpsP		30S ribosomal subunit protein S16
b2610	CDS	ffh		signal recognition particle protein component
b2611	CDS	ypjD		cytochrome c assembly family protein
b4461	CDS	yfjD		UPF0053 family inner membrane protein YfjD
b2614	CDS	grpE		nucleotide exchange factor GrpE
b2615	CDS	nadK	2.7.1.23	NAD kinase
b2616	CDS	recN		DNA repair protein RecN
b2617	CDS	bamE		outer membrane protein assembly factor BamE
b2618	CDS	yfjF		putative component of the Rsx system
b2619	CDS	ratA		ribosome association toxin RatA
b2620	CDS	smpB		SsrA-binding protein
b2622	CDS	intA		CP4-57 prophage; integrase IntA
b2623	CDS	yfjH		CP4-57 prophage; uncharacterized protein YfjH
b2624	CDS	alpA		CP4-57 prophage; DNA-binding transcriptional activator AlpA
b2625	CDS	yfjI		CP4-57 prophage; protein YfjI
b2626	CDS	yfjJ		CP4-57 prophage; protein YfjJ
b2627	CDS	abpB		CP4-57 prophage; putative helicase YfjK
b2628	CDS	abpA		CP4-57 prophage; anti-bacteriophage protein
b2629	CDS	yfjM		CP4-57 prophage; protein YfjM
b2630	CDS	rnlA		CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system
b2631	CDS	rnlB		CP4-57 prophage; antitoxin RnlB
b2632	CDS	yfjP		CP4-57 prophage; putative GTP-binding protein YfjP
b2633	CDS	yfjQ		CP4-57 prophage; DUF932 domain-containing protein YfjQ
b2634	CDS	yfjR		CP4-57 prophage; putative DNA-binding transcriptional regulator YfjR
b2635	CDS	ypjK		CP4-57 prophage; uncharacterized protein YpjK
b2636	CDS	yfjS		CP4-57 prophage; inner membrane lipoprotein YfjS
b2637	CDS	yfjT		CP4-57 prophage; uncharacterized protein YfjT
b2638	CDS	yfjU		CP4-57 prophage; putative arsenate reductase-like protein YfjU
b2642	CDS	yfjW		CP4-57 prophage; uncharacterized protein YfjW
b2643	CDS	yfjX		CP4-57 prophage; putative antirestriction protein YfjX
b2644	CDS	yfjY		CP4-57 prophage; RadC-like JAB domain-containing protein YfjY
b4548	CDS	ypjJ		CP4-57 prophage; DUF987 domain-containing protein YpjJ
b2645	CDS	yfjZ		CP4-57 prophage; putative antitoxin of the YpjF-YfjZ toxin-antitoxin system
b2646	CDS	ypjF		CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system
b2647	CDS	ypjA		adhesin-like autotransporter YpjA
b2649	CDS	ypjB		DUF5508 domain-containing protein YpjB
b2650	CDS	ypjC		DUF5507 domain-containing protein YpjC
b2652	tRNA	ileY		tRNA-Ile
b2659	CDS	glaH	1.14.11.64	glutarate hydroxylase GlaH
b2660	CDS	lhgD	1.1.5.13	L-2-hydroxyglutarate dehydrogenase
b2661	CDS	gabD	1.2.1.79	succinate-semialdehyde dehydrogenase (NADP(+)) GabD
b2662	CDS	gabT	2.6.1.11	4-aminobutyrate aminotransferase GabT
b2663	CDS	gabP		4-aminobutanoate:H(+) symporter
b2664	CDS	glaR		DNA-binding transcriptional repressor GlaR
b2665	CDS	kbp		K(+) binding protein
b2666	CDS	yqaE		Pmp3 family protein YqaE
b2667	CDS	ygaV		putative DNA-binding transcriptional regulator YgaV
b2668	CDS	ygaP	2.8.1.1	thiosulfate sulfurtransferase YgaP
b2669	CDS	stpA		DNA-binding transcriptional repressor StpA with RNA chaperone activity
b2670	CDS	alaE		L-alanine exporter
b2671	CDS	ygaC		DUF2002 domain-containing protein YgaC
b2672	CDS	ygaM		DUF883 domain-containing protein YgaM
b2673	CDS	nrdH		glutaredoxin-like protein NrdH
